GMID,Name,School,Year,PercShotS2P,S2PPer,PercShotl2P,L2PPer,PercL2PLC,PercShot3P,ThreePer,Perc3PLC
22826,Anthony D'Orazio,Lehigh,2011,5.56%,100.00%,44.44%,37.50%,38.10%,50.00%,11.11%,19.15%
22826,Anthony D'Orazio,Lehigh,2012,12.20%,40.00%,46.34%,31.58%,27.94%,41.46%,23.53%,20.48%
22826,Anthony D'Orazio,Rider,2014,24.14%,28.57%,41.38%,45.83%,43.64%,34.48%,30.00%,32.79%
22827,Cory Goodman,Lehigh,2010,NA,NA,NA,NA,NA,NA,NA,NA
22827,Cory Goodman,Lehigh,2011,33.33%,100.00%,0.00%,NA,NA,66.67%,0.00%,50.00%
22827,Cory Goodman,Lehigh,2012,50.00%,100.00%,50.00%,100.00%,100.00%,0.00%,NA,0.00%
22828,Corey Huerta,Lehigh,2010,NA,NA,NA,NA,NA,NA,NA,0.00%
22829,Kevin McCarthy,Lehigh,2010,75.00%,66.67%,25.00%,50.00%,20.00%,0.00%,NA,NA
22830,Mackey McKnight,Lehigh,2010,0.00%,NA,42.31%,27.27%,17.19%,57.69%,26.67%,24.19%
22830,Mackey McKnight,Lehigh,2011,21.43%,44.44%,16.67%,42.86%,14.89%,61.90%,23.08%,29.89%
22830,Mackey McKnight,Lehigh,2012,28.00%,71.43%,24.00%,33.33%,16.67%,48.00%,25.00%,23.08%
22830,Mackey McKnight,Lehigh,2013,26.67%,41.67%,32.22%,34.48%,32.22%,41.11%,35.14%,31.62%
22831,Bryant Reams,Lehigh,2010,NA,NA,NA,NA,NA,NA,NA,0.00%
22832,Steve Carver,Holy Cross,2010,0.00%,NA,100.00%,0.00%,33.33%,0.00%,NA,NA
22833,Joe O'Shea,Holy Cross,2010,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,33.33%
22833,Joe O'Shea,Bryant,2012,43.10%,60.00%,15.52%,22.22%,56.25%,41.38%,20.83%,28.24%
22833,Joe O'Shea,Bryant,2013,34.92%,50.00%,6.35%,100.00%,22.22%,58.73%,37.84%,37.00%
22833,Joe O'Shea,Bryant,2014,43.48%,60.00%,5.80%,50.00%,33.33%,50.72%,45.71%,40.70%
22834,Dave Dudzinski,Holy Cross,2010,22.22%,83.33%,44.44%,33.33%,48.00%,33.33%,22.22%,56.25%
22834,Dave Dudzinski,Holy Cross,2011,47.83%,54.55%,37.68%,38.46%,48.15%,14.49%,20.00%,25.64%
22834,Dave Dudzinski,Holy Cross,2012,29.82%,50.00%,48.25%,30.91%,37.16%,21.93%,40.00%,48.08%
22834,Dave Dudzinski,Holy Cross,2013,31.37%,62.50%,49.02%,46.00%,36.76%,19.61%,20.00%,27.78%
22835,Alex Godette,Army,2010,8.33%,0.00%,33.33%,50.00%,40.00%,58.33%,42.86%,58.33%
22836,Pat Harris,Army,2010,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,50.00%
22836,Pat Harris,Army,2011,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,75.00%
22837,Josh Herbeck,Army,2010,5.71%,50.00%,22.86%,25.00%,34.78%,71.43%,32.00%,25.51%
22837,Josh Herbeck,Army,2011,5.77%,0.00%,26.92%,35.71%,24.14%,67.31%,40.00%,18.72%
22837,Josh Herbeck,Army,2012,13.04%,66.67%,39.13%,0.00%,27.27%,47.83%,18.18%,11.11%
22837,Josh Herbeck,Army,2013,12.00%,100.00%,0.00%,NA,0.00%,88.00%,36.36%,16.06%
22838,Brian Hornstein,Army,2010,20.00%,100.00%,80.00%,75.00%,30.77%,0.00%,NA,NA
22838,Brian Hornstein,Army,2011,25.00%,100.00%,75.00%,66.67%,42.86%,0.00%,NA,NA
22838,Brian Hornstein,Florida Atlantic,2013,NA,NA,NA,NA,0.00%,NA,NA,NA
22838,Brian Hornstein,Florida Atlantic,2014,20.00%,0.00%,80.00%,75.00%,50.00%,0.00%,NA,NA
22839,Josh Johnson (3),Army,2010,50.00%,50.00%,50.00%,0.00%,50.00%,0.00%,NA,NA
22839,Josh Johnson (3),Army,2011,81.82%,66.67%,18.18%,0.00%,50.00%,0.00%,NA,NA
22840,Cartavious Kincade,Army,2010,20.00%,0.00%,20.00%,0.00%,10.00%,60.00%,33.33%,33.33%
22840,Cartavious Kincade,Army,2011,100.00%,100.00%,0.00%,NA,0.00%,0.00%,NA,0.00%
22840,Cartavious Kincade,Army,2012,66.67%,50.00%,0.00%,NA,NA,33.33%,0.00%,25.00%
22842,Andrew Stire,Army,2010,75.00%,33.33%,25.00%,0.00%,33.33%,0.00%,NA,NA
22842,Andrew Stire,Army,2011,57.14%,62.50%,42.86%,33.33%,35.29%,0.00%,NA,NA
22842,Andrew Stire,Army,2012,70.59%,66.67%,29.41%,60.00%,25.00%,0.00%,NA,NA
22844,"Warren Flood, Jr.",American University,2011,NA,NA,NA,NA,0.00%,NA,NA,NA
22844,"Warren Flood, Jr.",American University,2012,NA,NA,NA,NA,0.00%,NA,NA,NA
22845,Cameron Ayers,Bucknell,2010,4.26%,50.00%,55.32%,42.31%,28.57%,40.43%,36.84%,26.03%
22845,Cameron Ayers,Bucknell,2011,15.12%,69.23%,43.02%,24.32%,27.61%,41.86%,41.67%,28.57%
22845,Cameron Ayers,Bucknell,2012,9.91%,27.27%,50.45%,44.64%,37.84%,39.64%,45.45%,32.84%
22845,Cameron Ayers,Bucknell,2013,17.56%,47.83%,45.04%,37.29%,45.04%,37.40%,48.98%,32.24%
22846,Ben Brackney,Bucknell,2010,0.00%,NA,0.00%,NA,0.00%,100.00%,50.00%,18.18%
22846,Ben Brackney,Bucknell,2011,20.00%,50.00%,40.00%,62.50%,50.00%,40.00%,62.50%,24.24%
22846,Ben Brackney,Bucknell,2012,20.00%,33.33%,40.00%,50.00%,40.00%,40.00%,50.00%,54.55%
22846,Ben Brackney,Bucknell,2013,13.79%,37.50%,20.69%,16.67%,48.00%,65.52%,36.84%,35.51%
22847,Ryan Hill,Bucknell,2010,87.50%,14.29%,12.50%,0.00%,33.33%,0.00%,NA,0.00%
22847,Ryan Hill,Bucknell,2011,50.00%,72.73%,27.27%,33.33%,35.29%,22.73%,0.00%,33.33%
22847,Ryan Hill,Bucknell,2012,56.00%,57.14%,20.00%,20.00%,31.25%,24.00%,16.67%,35.29%
22847,Ryan Hill,Bucknell,2013,68.75%,54.55%,25.00%,0.00%,80.00%,6.25%,0.00%,25.00%
22848,Brennan Wyatt,Navy,2010,25.00%,0.00%,25.00%,50.00%,11.11%,50.00%,25.00%,7.41%
22848,Brennan Wyatt,Navy,2011,23.81%,80.00%,28.57%,50.00%,50.00%,47.62%,10.00%,62.50%
22848,Brennan Wyatt,Navy,2012,20.00%,50.00%,26.67%,0.00%,44.44%,53.33%,37.50%,69.57%
22849,James Loupos,Navy,2010,8.33%,100.00%,50.00%,33.33%,28.57%,41.67%,20.00%,19.23%
22849,James Loupos,Navy,2011,30.77%,50.00%,57.69%,6.67%,53.57%,11.54%,33.33%,75.00%
22849,James Loupos,Navy,2012,34.38%,54.55%,62.50%,25.00%,46.51%,3.13%,100.00%,33.33%
22849,James Loupos,Navy,2013,56.25%,77.78%,43.75%,14.29%,41.18%,0.00%,NA,NA
22850,Thurgood Wynn,Navy,2010,25.00%,100.00%,50.00%,25.00%,33.33%,25.00%,0.00%,16.67%
22850,Thurgood Wynn,Navy,2011,61.90%,53.85%,19.05%,25.00%,40.00%,19.05%,25.00%,30.77%
22850,Thurgood Wynn,Navy,2012,35.00%,57.14%,45.00%,22.22%,27.27%,20.00%,25.00%,20.00%
22851,Isaiah Roberts,Navy,2010,30.77%,62.50%,30.77%,12.50%,19.51%,38.46%,20.00%,21.74%
22851,Isaiah Roberts,Navy,2011,37.10%,60.87%,35.48%,36.36%,36.67%,27.42%,29.41%,51.52%
22851,Isaiah Roberts,N/A,2012,0.00%,NA,33.33%,0.00%,11.11%,66.67%,50.00%,28.57%
22852,J.J. Avila,Navy,2010,18.75%,22.22%,27.08%,38.46%,24.07%,54.17%,26.92%,18.18%
22852,J.J. Avila,Navy,2011,19.40%,69.23%,41.79%,42.86%,36.84%,38.81%,26.92%,39.39%
22852,J.J. Avila,Colorado State,2013,31.36%,45.95%,48.31%,40.35%,34.34%,20.34%,12.50%,31.58%
22852,J.J. Avila,Colorado State,2014,35.24%,67.57%,51.43%,37.04%,33.96%,13.33%,35.71%,37.84%
22853,Jacob Liebert,Navy,2010,NA,NA,NA,NA,NA,NA,NA,NA
22853,Jacob Liebert,Navy,2011,50.00%,0.00%,50.00%,0.00%,100.00%,0.00%,NA,NA
22854,Preston Purifoy,UAB,2010,19.23%,40.00%,11.54%,33.33%,37.50%,69.23%,27.78%,43.90%
22854,Preston Purifoy,UAB,2011,10.45%,42.86%,17.91%,58.33%,48.00%,71.64%,33.33%,32.65%
22854,Preston Purifoy,UAB,2012,24.49%,41.67%,14.29%,28.57%,20.00%,61.22%,30.00%,34.09%
22854,Preston Purifoy,UAB,2013,20.00%,100.00%,20.00%,100.00%,25.00%,60.00%,33.33%,18.75%
22855,Quincy Taylor,UAB,2010,14.71%,40.00%,14.71%,20.00%,45.45%,70.59%,16.67%,42.86%
22855,Quincy Taylor,UAB,2011,26.09%,38.89%,27.54%,36.84%,61.29%,46.38%,25.00%,41.03%
22855,Quincy Taylor,UAB,2012,10.00%,100.00%,22.50%,22.22%,60.00%,67.50%,48.15%,32.53%
22855,Quincy Taylor,Longwood,2014,19.82%,54.55%,41.44%,21.74%,44.23%,38.74%,44.19%,24.02%
22856,Jarvis Davis,UCF,2010,100.00%,25.00%,0.00%,NA,0.00%,0.00%,NA,NA
22856,Jarvis Davis,Gardner-Webb,2012,26.92%,28.57%,26.92%,42.86%,46.67%,46.15%,41.67%,38.71%
22856,Jarvis Davis,Gardner-Webb,2013,0.00%,NA,25.00%,0.00%,30.00%,75.00%,33.33%,26.47%
22856,Jarvis Davis,Gardner-Webb,2014,13.89%,60.00%,8.33%,0.00%,17.65%,77.78%,39.29%,18.30%
22857,Isaiah Sykes,UCF,2010,84.21%,37.50%,15.79%,33.33%,30.00%,0.00%,NA,NA
22857,Isaiah Sykes,UCF,2011,54.90%,57.14%,33.33%,41.18%,30.36%,11.76%,16.67%,37.50%
22857,Isaiah Sykes,UCF,2012,44.44%,47.73%,34.34%,38.24%,36.17%,21.21%,42.86%,44.68%
22857,Isaiah Sykes,UCF,2013,55.66%,45.76%,29.25%,19.35%,36.05%,15.09%,25.00%,51.61%
22858,Leslee Smith,Southern Methodist,2011,26.92%,57.14%,34.62%,22.22%,37.50%,38.46%,20.00%,50.00%
22858,Leslee Smith,Nebraska,2013,61.29%,68.42%,35.48%,27.27%,24.44%,3.23%,0.00%,100.00%
22858,Leslee Smith,Nebraska,2014,35.71%,80.00%,64.29%,33.33%,34.62%,0.00%,NA,NA
22859,Ricmonds Vilde,Southern Methodist,2011,33.33%,0.00%,0.00%,NA,0.00%,66.67%,50.00%,22.22%
22859,Ricmonds Vilde,Houston Baptist,2013,53.13%,64.71%,43.75%,50.00%,34.15%,3.13%,0.00%,10.00%
22859,Ricmonds Vilde,Houston Baptist,2014,48.00%,50.00%,40.00%,40.00%,30.30%,12.00%,66.67%,30.00%
22860,Ladarrius Whitehead,Tulsa,2010,NA,NA,NA,NA,NA,NA,NA,NA
22861,Johnny Higgins,Marshall,2010,10.00%,0.00%,50.00%,40.00%,38.46%,40.00%,25.00%,36.36%
22862,Aliaksei Patsevich,Southern Methodist,2010,9.09%,100.00%,9.09%,100.00%,20.00%,81.82%,44.44%,64.29%
22862,Aliaksei Patsevich,Southern Methodist,2011,25.81%,37.50%,12.90%,0.00%,28.57%,61.29%,15.79%,34.55%
22863,Jeremiah Samarrippas,Southern Methodist,2010,16.88%,61.54%,35.06%,40.74%,45.00%,48.05%,43.24%,36.63%
22863,Jeremiah Samarrippas,Southern Methodist,2011,18.33%,18.18%,33.33%,40.00%,39.22%,48.33%,41.38%,29.59%
22863,Jeremiah Samarrippas,Tennessee Tech,2012,5.00%,66.67%,33.33%,15.00%,23.81%,61.67%,40.54%,30.58%
22863,Jeremiah Samarrippas,Tennessee Tech,2013,16.05%,53.85%,18.52%,53.33%,24.59%,65.43%,45.28%,32.52%
22864,Robert Sampson,East Carolina,2010,4.76%,0.00%,19.05%,0.00%,22.22%,76.19%,43.75%,30.19%
22864,Robert Sampson,East Carolina,2011,37.50%,55.56%,37.50%,22.22%,28.13%,25.00%,50.00%,11.11%
22864,Robert Sampson,East Carolina,2012,43.94%,79.31%,16.67%,27.27%,17.19%,39.39%,15.38%,37.68%
22864,Robert Sampson,Georgia Tech,2014,25.64%,50.00%,35.90%,28.57%,31.11%,38.46%,26.67%,32.61%
22865,Petar Torlak,East Carolina,2010,0.00%,NA,0.00%,NA,0.00%,100.00%,40.00%,33.33%
22865,Petar Torlak,East Carolina,2011,66.67%,50.00%,33.33%,100.00%,20.00%,0.00%,NA,0.00%
22865,Petar Torlak,East Carolina,2012,0.00%,NA,0.00%,NA,0.00%,100.00%,66.67%,42.86%
22865,Petar Torlak,East Carolina,2013,15.38%,0.00%,7.69%,100.00%,14.29%,76.92%,50.00%,38.46%
22866,Alandise Harris,Houston,2010,20.41%,70.00%,61.22%,30.00%,37.04%,18.37%,44.44%,39.13%
22866,Alandise Harris,Houston,2011,39.73%,79.31%,49.32%,44.44%,31.03%,10.96%,25.00%,32.00%
22866,Alandise Harris,Arkansas,2013,41.18%,66.67%,45.10%,34.78%,27.71%,13.73%,28.57%,28.00%
22866,Alandise Harris,Arkansas,2014,40.00%,56.25%,42.50%,35.29%,19.10%,17.50%,28.57%,21.88%
22867,Mikhail McLean,Houston,2010,26.67%,75.00%,73.33%,45.45%,50.00%,0.00%,NA,NA
22867,Mikhail McLean,Houston,2011,0.00%,NA,100.00%,0.00%,12.50%,0.00%,NA,NA
22867,Mikhail McLean,Houston,2012,33.33%,75.00%,66.67%,50.00%,53.33%,0.00%,NA,NA
22867,Mikhail McLean,Houston,2013,14.29%,100.00%,85.71%,33.33%,42.86%,0.00%,NA,NA
22867,Mikhail McLean,Houston,2014,27.27%,33.33%,54.55%,33.33%,46.15%,18.18%,0.00%,66.67%
22868,Darian Thibodeaux,Houston,2010,2.86%,100.00%,25.71%,44.44%,18.00%,71.43%,40.00%,18.66%
22868,Darian Thibodeaux,Houston,2011,3.23%,0.00%,22.58%,57.14%,14.29%,74.19%,13.04%,21.70%
22869,Joe Young,Houston,2011,4.55%,33.33%,45.45%,33.33%,30.00%,50.00%,27.27%,22.92%
22869,Joe Young,Houston,2012,11.11%,40.00%,46.67%,42.86%,25.61%,42.22%,23.68%,25.68%
22869,Joe Young,Oregon,2013,20.22%,44.44%,25.84%,39.13%,24.21%,53.93%,41.67%,26.23%
22869,Joe Young,Oregon,2014,15.32%,35.29%,34.23%,50.00%,19.39%,50.45%,37.50%,21.96%
22870,Justin Howe,Marshall,2010,NA,NA,NA,NA,NA,NA,NA,NA
22871,Xavier Humphrey,Marshall,2010,NA,NA,NA,NA,0.00%,NA,NA,NA
22872,Aundra Williams,Marshall,2010,70.00%,71.43%,30.00%,33.33%,27.27%,0.00%,NA,NA
22873,Antonio Barton,Memphis,2010,14.81%,62.50%,31.48%,35.29%,37.78%,53.70%,41.38%,30.53%
22873,Antonio Barton,Memphis,2011,32.61%,53.33%,23.91%,36.36%,28.21%,43.48%,45.00%,28.99%
22873,Antonio Barton,Memphis,2012,25.81%,62.50%,19.35%,0.00%,46.15%,54.84%,35.29%,24.29%
22873,Antonio Barton,Tennessee,2013,9.46%,57.14%,21.62%,25.00%,34.04%,68.92%,23.53%,35.66%
22874,Chris Crawford,Memphis,2010,12.86%,22.22%,28.57%,30.00%,37.74%,58.57%,31.71%,27.89%
22874,Chris Crawford,Memphis,2011,10.61%,42.86%,24.24%,25.00%,18.60%,65.15%,30.23%,36.13%
22874,Chris Crawford,Memphis,2012,5.08%,66.67%,32.20%,21.05%,23.17%,62.71%,45.95%,20.79%
22874,Chris Crawford,Memphis,2013,8.45%,33.33%,11.27%,0.00%,22.22%,80.28%,35.09%,28.64%
22875,Trey Draper,Memphis,2010,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,66.67%
22875,Trey Draper,Memphis,2011,NA,NA,NA,NA,NA,NA,NA,0.00%
22875,Trey Draper,Memphis,2012,NA,NA,NA,NA,NA,NA,NA,0.00%
22875,Trey Draper,Memphis,2013,NA,NA,NA,NA,0.00%,NA,NA,0.00%
22876,Hippolyte Tsafack,Memphis,2010,0.00%,NA,100.00%,0.00%,100.00%,0.00%,NA,NA
22876,Hippolyte Tsafack,Memphis,2011,33.33%,100.00%,66.67%,50.00%,66.67%,0.00%,NA,NA
22876,Hippolyte Tsafack,Memphis,2012,NA,NA,NA,NA,NA,NA,NA,NA
22877,Trevan Abraham,Rice,2010,14.29%,66.67%,33.33%,28.57%,43.75%,52.38%,9.09%,50.00%
22878,David Chadwick,Rice,2010,9.09%,100.00%,45.45%,80.00%,41.67%,45.45%,20.00%,62.50%
22878,David Chadwick,Rice,2011,28.57%,50.00%,42.86%,0.00%,16.67%,28.57%,0.00%,20.00%
22878,David Chadwick,Valparaiso,2013,50.00%,66.67%,8.33%,100.00%,33.33%,41.67%,60.00%,50.00%
22878,David Chadwick,Valparaiso,2014,16.67%,100.00%,16.67%,0.00%,25.00%,66.67%,50.00%,44.44%
22879,Omar Oraby,Rice,2010,0.00%,NA,100.00%,40.00%,41.67%,0.00%,NA,NA
22879,Omar Oraby,Rice,2011,43.59%,70.59%,56.41%,50.00%,43.14%,0.00%,NA,NA
22879,Omar Oraby,USC,2012,69.57%,68.75%,30.43%,0.00%,18.42%,0.00%,NA,NA
22879,Omar Oraby,USC,2013,48.39%,66.67%,51.61%,43.75%,31.37%,0.00%,NA,NA
22880,J.R. Reynolds,Rice,2010,0.00%,NA,50.00%,0.00%,20.00%,50.00%,0.00%,100.00%
22880,J.R. Reynolds,Rice,2011,100.00%,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%
22881,Trency Jackson,Texas Tech,2012,19.05%,25.00%,23.81%,20.00%,50.00%,57.14%,41.67%,33.33%
22881,Trency Jackson,Western Kentucky,2013,21.05%,50.00%,36.84%,14.29%,34.43%,42.11%,25.00%,41.38%
22881,Trency Jackson,Western Kentucky,2014,24.29%,41.18%,24.29%,23.53%,32.08%,51.43%,30.56%,27.91%
22882,Cedric Jenkins,Southern Mississippi,2010,NA,NA,NA,NA,0.00%,NA,NA,0.00%
22882,Cedric Jenkins,Southern Mississippi,2011,4.17%,100.00%,25.00%,83.33%,30.00%,70.83%,35.29%,42.50%
22882,Cedric Jenkins,Southern Mississippi,2012,10.00%,0.00%,32.50%,38.46%,44.83%,57.50%,43.48%,28.40%
22882,Cedric Jenkins,Southeastern Louisiana,2014,20.83%,33.33%,30.56%,40.91%,32.35%,48.61%,25.71%,25.36%
22883,D.J. Newbill,Southern Mississippi,2010,16.67%,50.00%,70.83%,44.12%,30.91%,12.50%,16.67%,50.00%
22883,D.J. Newbill,Penn State,2012,31.00%,58.06%,47.00%,38.30%,27.81%,22.00%,27.27%,29.33%
22883,D.J. Newbill,Penn State,2013,21.74%,64.00%,40.87%,31.91%,33.57%,37.39%,27.91%,33.59%
22883,D.J. Newbill,Penn State,2014,21.34%,54.29%,47.56%,37.18%,35.78%,31.10%,25.49%,30.91%
22884,LaShay Page,Southern Mississippi,2010,7.32%,66.67%,24.39%,50.00%,21.28%,68.29%,35.71%,30.11%
22884,LaShay Page,Southern Mississippi,2011,8.82%,33.33%,22.55%,52.17%,36.51%,68.63%,30.00%,33.49%
22884,LaShay Page,South Carolina,2012,12.50%,33.33%,33.33%,37.50%,22.22%,54.17%,30.77%,28.89%
22885,Kayland Partee,Southern Mississippi,2010,0.00%,NA,0.00%,NA,0.00%,100.00%,0.00%,40.00%
22886,Kody Williams,Southern Mississippi,2010,NA,NA,NA,NA,NA,NA,NA,NA
22886,Kody Williams,Loyola (IL),2012,100.00%,0.00%,0.00%,NA,NA,0.00%,NA,NA
22887,Kevin Brown,Tulane,2010,0.00%,NA,28.57%,50.00%,22.22%,71.43%,20.00%,33.33%
22887,Kevin Brown,Louisiana,2012,25.00%,100.00%,0.00%,NA,0.00%,75.00%,66.67%,15.79%
22887,Kevin Brown,Louisiana,2013,18.37%,44.44%,20.41%,20.00%,29.41%,61.22%,23.33%,27.27%
22887,Kevin Brown,New Orleans,2014,25.00%,60.00%,25.00%,30.00%,27.03%,50.00%,30.00%,18.18%
22888,Jonathan Frye,Tulane,2010,33.33%,100.00%,0.00%,NA,NA,66.67%,0.00%,50.00%
22889,Brady Hadden,Tulane,2010,NA,NA,NA,NA,NA,NA,NA,0.00%
22890,Kevin Thomas,Tulane,2010,50.00%,87.50%,50.00%,12.50%,57.14%,0.00%,NA,NA
22890,Kevin Thomas,Tulane,2011,57.89%,72.73%,42.11%,50.00%,50.00%,0.00%,NA,NA
22890,Kevin Thomas,Tulane,2012,50.00%,100.00%,50.00%,0.00%,40.00%,0.00%,NA,NA
22890,Kevin Thomas,Tulane,2013,55.00%,18.18%,45.00%,55.56%,42.86%,0.00%,NA,NA
22891,Blondy Baruti,Tulsa,2010,0.00%,NA,100.00%,0.00%,50.00%,0.00%,NA,0.00%
22892,Jordan Clarkson,Tulsa,2010,17.14%,58.33%,41.43%,48.28%,31.87%,41.43%,37.93%,43.94%
22892,Jordan Clarkson,Tulsa,2011,16.81%,68.42%,55.75%,38.10%,45.65%,27.43%,22.58%,30.69%
22892,Jordan Clarkson,Missouri,2013,35.94%,60.87%,37.50%,43.75%,34.04%,26.56%,26.47%,33.33%
22893,Tim Peete,Tulsa,2010,11.76%,50.00%,47.06%,12.50%,40.00%,41.18%,14.29%,25.00%
22893,Tim Peete,Tulsa,2011,9.09%,33.33%,42.42%,21.43%,33.33%,48.48%,37.50%,28.57%
22893,Tim Peete,Tulsa,2012,23.08%,66.67%,50.00%,23.08%,30.95%,26.92%,42.86%,23.33%
22893,Tim Peete,Tulsa,2013,5.41%,50.00%,35.14%,30.77%,39.39%,59.46%,36.36%,41.51%
22894,Tony Baker,UTEP,2010,NA,NA,NA,NA,0.00%,NA,NA,NA
22895,John Bohannon,UTEP,2010,25.00%,66.67%,75.00%,44.44%,51.92%,0.00%,NA,0.00%
22895,John Bohannon,UTEP,2011,44.57%,68.29%,52.17%,37.50%,43.24%,3.26%,0.00%,75.00%
22895,John Bohannon,UTEP,2012,33.93%,84.21%,60.71%,32.35%,50.00%,5.36%,66.67%,75.00%
22895,John Bohannon,UTEP,2013,35.48%,78.79%,55.91%,38.46%,47.71%,8.60%,0.00%,72.73%
22896,Michael Perez,UTEP,2010,22.22%,0.00%,33.33%,33.33%,37.50%,44.44%,25.00%,28.57%
22896,Michael Perez,UTEP,2011,10.34%,88.89%,43.68%,36.84%,33.33%,45.98%,47.50%,38.10%
22896,Michael Perez,Nevada,2013,17.02%,43.75%,29.79%,21.43%,40.58%,53.19%,32.00%,37.31%
22896,Michael Perez,Nevada,2014,10.00%,50.00%,40.00%,20.83%,35.29%,50.00%,23.33%,36.14%
22899,Petey Hausley,Appalachian State,2010,44.19%,68.42%,55.81%,41.67%,36.36%,0.00%,NA,NA
22899,Petey Hausley,Appalachian State,2011,50.00%,33.33%,50.00%,33.33%,20.00%,0.00%,NA,NA
22900,Griffin Shaw,Appalachian State,2010,0.00%,NA,0.00%,NA,0.00%,100.00%,50.00%,28.57%
22901,Anthony Thomas (3),Appalachian State,2010,16.67%,0.00%,33.33%,50.00%,40.00%,50.00%,0.00%,60.00%
22901,Anthony Thomas (3),Charleston,2012,29.21%,61.54%,38.20%,32.35%,32.38%,32.58%,31.03%,46.77%
22901,Anthony Thomas (3),Charleston,2013,43.06%,67.74%,45.83%,42.42%,37.08%,11.11%,12.50%,47.06%
22902,Mitch Woods,Appalachian State,2010,30.00%,50.00%,30.00%,33.33%,50.00%,40.00%,12.50%,61.54%
22902,Mitch Woods,Appalachian State,2011,29.41%,60.00%,17.65%,0.00%,27.27%,52.94%,11.11%,42.86%
22903,James Carlton,Charleston,2010,41.67%,40.00%,41.67%,0.00%,35.71%,16.67%,0.00%,40.00%
22903,James Carlton,Charleston,2011,30.00%,66.67%,60.00%,16.67%,60.00%,10.00%,0.00%,20.00%
22903,James Carlton,Howard,2014,30.40%,55.26%,50.40%,34.92%,38.89%,19.20%,45.83%,30.38%
22904,Nori Johnson,Charleston,2010,0.00%,NA,66.67%,0.00%,40.00%,33.33%,0.00%,25.00%
22904,Nori Johnson,Charleston,2011,12.50%,50.00%,15.63%,20.00%,27.78%,71.88%,34.78%,23.23%
22904,Nori Johnson,Charleston,2012,9.62%,20.00%,21.15%,36.36%,37.93%,69.23%,27.78%,38.71%
22904,Nori Johnson,Charleston,2013,7.69%,0.00%,9.62%,20.00%,35.71%,82.69%,41.86%,35.54%
22905,Jordan Scott,Charleston,2010,25.00%,50.00%,25.00%,50.00%,33.33%,50.00%,25.00%,20.00%
22905,Jordan Scott,Charleston,2011,10.00%,0.00%,20.00%,75.00%,30.77%,70.00%,21.43%,20.00%
22906,Trent Wiedeman,Charleston,2010,52.38%,77.27%,40.48%,17.65%,27.42%,7.14%,66.67%,33.33%
22906,Trent Wiedeman,Charleston,2011,42.11%,59.38%,53.95%,36.59%,28.28%,3.95%,0.00%,33.33%
22906,Trent Wiedeman,Charleston,2012,54.17%,76.92%,45.83%,27.27%,30.56%,0.00%,NA,0.00%
22906,Trent Wiedeman,Georgia Southern,2014,21.79%,52.94%,67.95%,39.62%,33.76%,10.26%,12.50%,38.10%
22907,Clay Tormey,Davidson,2010,50.00%,0.00%,0.00%,NA,0.00%,50.00%,100.00%,100.00%
22907,Clay Tormey,Davidson,2011,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
22907,Clay Tormey,Davidson,2012,50.00%,0.00%,50.00%,0.00%,33.33%,0.00%,NA,NA
22907,Clay Tormey,Davidson,2013,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
22908,Ali Mackay,Davidson,2011,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,100.00%
22908,Ali Mackay,Davidson,2012,100.00%,100.00%,0.00%,NA,0.00%,0.00%,NA,0.00%
22908,Ali Mackay,Davidson,2013,66.67%,100.00%,33.33%,0.00%,100.00%,0.00%,NA,0.00%
22908,Ali Mackay,Davidson,2014,0.00%,NA,0.00%,NA,NA,100.00%,100.00%,50.00%
22909,Tom Droney,Davidson,2010,32.14%,55.56%,14.29%,25.00%,14.81%,53.57%,20.00%,35.71%
22909,Tom Droney,Davidson,2011,26.32%,40.00%,31.58%,66.67%,28.57%,42.11%,50.00%,22.86%
22909,Tom Droney,Davidson,2012,35.48%,81.82%,9.68%,66.67%,21.43%,54.84%,23.53%,39.53%
22909,Tom Droney,Davidson,2013,39.13%,44.44%,21.74%,30.00%,23.26%,39.13%,50.00%,22.50%
22910,De'Mon Brooks,Davidson,2010,50.00%,47.62%,33.33%,14.29%,33.33%,16.67%,42.86%,28.00%
22910,De'Mon Brooks,Davidson,2011,48.68%,64.86%,32.89%,40.00%,21.74%,18.42%,35.71%,24.56%
22910,De'Mon Brooks,Davidson,2012,61.04%,57.45%,29.87%,13.04%,22.77%,9.09%,28.57%,17.07%
22910,De'Mon Brooks,Davidson,2013,40.24%,66.67%,48.78%,47.50%,33.33%,10.98%,44.44%,29.03%
22911,Jordan Downing,Davidson,2010,4.55%,100.00%,54.55%,66.67%,21.05%,40.91%,33.33%,28.13%
22911,Jordan Downing,Presbyterian,2012,8.70%,50.00%,40.87%,34.04%,34.06%,50.43%,43.10%,38.67%
22911,Jordan Downing,Presbyterian,2013,12.80%,61.90%,39.63%,40.00%,31.10%,47.56%,35.90%,36.62%
